대지위치,건축면적,주구조,용도,지붕구조,사용승인년도
대전광역시 유성구 덕명동 193-1,79.28,일반목구조,제2종근린생활시설,슬레이트,1980
대전광역시 유성구 덕명동 193-2,191.76,철근콘크리트구조,종교시설,(철근)콘크리트,2013
대전광역시 유성구 덕명동 193-3,58.65,경량철골구조,단독주택,기타지붕,2008
대전광역시 유성구 덕명동 195-3,153.8,경량철골구조,단독주택,기타지붕,2009
대전광역시 유성구 덕명동 195-4,55.2,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 덕명동 197-1,122.98,경량철골구조,단독주택,기타지붕,1999
대전광역시 유성구 덕명동 197-4,197.2,경량철골구조,제1종근린생활시설,기타지붕,1999
대전광역시 유성구 덕명동 198-1,130.57,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 덕명동 198-3,141.09,철근콘크리트구조,단독주택,(철근)콘크리트,1999
대전광역시 유성구 덕명동 200,95.9,철근콘크리트구조,단독주택,(철근)콘크리트,1988
대전광역시 유성구 덕명동 201-1,148.8,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1998
대전광역시 유성구 덕명동 201-11,66.0,경량철골구조,창고시설,기타지붕,1993
대전광역시 유성구 덕명동 201-12,512.28,경량철골구조,동.식물관련시설,기타지붕,2014
대전광역시 유성구 덕명동 201-2,104.41,일반철골구조,제2종근린생활시설,기타지붕,2002
대전광역시 유성구 덕명동 201-29,101.24,철근콘크리트구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 덕명동 201-30,206.01,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2009
대전광역시 유성구 덕명동 201-33,142.42,철근콘크리트구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 덕명동 201-5,149.74,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2014
대전광역시 유성구 덕명동 201-54,130.9,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2023
대전광역시 유성구 덕명동 201-6,86.61,철근콘크리트구조,단독주택,기와,2004
대전광역시 유성구 덕명동 201-61,73.46,경량철골구조,제2종근린생활시설,기타지붕,2023
대전광역시 유성구 덕명동 201-7,130.5,일반철골구조,제2종근린생활시설,기타지붕,2006
대전광역시 유성구 덕명동 202,97.56,철근콘크리트구조,단독주택,(철근)콘크리트,2004
대전광역시 유성구 덕명동 215-7,5860.607,경량철골구조,운동시설,기타지붕,1992
대전광역시 유성구 덕명동 218,119.05,일반철골구조,제2종근린생활시설,기타지붕,2019
대전광역시 유성구 덕명동 218-1,137.81,경량철골구조,제2종근린생활시설,기타지붕,2020
대전광역시 유성구 덕명동 219,154.88,철근콘크리트구조,제2종근린생활시설,기와,2003
대전광역시 유성구 덕명동 219-10,65.46,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2014
대전광역시 유성구 덕명동 219-13,73.85,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2017
대전광역시 유성구 덕명동 219-14,138.04,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2019
대전광역시 유성구 덕명동 219-3,90.0,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2015
대전광역시 유성구 덕명동 219-5,187.97,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2005
대전광역시 유성구 덕명동 219-8,164.48,철근콘크리트구조,관광휴게시설,(철근)콘크리트,2006
대전광역시 유성구 덕명동 28,118.9,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2021
대전광역시 유성구 덕명동 31,52.89,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 덕명동 32,95.52,일반철골구조,제1종근린생활시설,기타지붕,2023
대전광역시 유성구 덕명동 38-3,62.15,블록구조,단독주택,슬레이트,1987
대전광역시 유성구 덕명동 42-2,47.88,벽돌구조,단독주택,기와,1991
대전광역시 유성구 덕명동 44-4,67.12,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 유성구 덕명동 475-5,969.77,철근콘크리트구조,수련시설,(철근)콘크리트,1994
대전광역시 유성구 덕명동 497-1,150.328,철근콘크리트구조,단독주택,(철근)콘크리트,2023
대전광역시 유성구 덕명동 497-10,115.49,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 덕명동 497-5,60.0,경량철골구조,단독주택,기타지붕,2017
대전광역시 유성구 덕명동 497-7,146.14,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 498,2797.32,경량철골구조,교육연구시설,기타지붕,2013
대전광역시 유성구 덕명동 499,474.98,일반철골구조,위험물저장및처리시설,기타지붕,2020
대전광역시 유성구 덕명동 500-3,188.13,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 500-4,238.24,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 501-10,165.54,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 덕명동 501-11,345.18,일반철골구조,단독주택,기타지붕,2013
대전광역시 유성구 덕명동 501-8,193.41,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 덕명동 501-9,194.14,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2002
대전광역시 유성구 덕명동 503-1,91.35,경량철골구조,단독주택,기타지붕,2014
대전광역시 유성구 덕명동 503-2,91.2,경량철골구조,단독주택,기타지붕,2014
대전광역시 유성구 덕명동 504-2,124.83,경량철골구조,단독주택,기타지붕,2012
대전광역시 유성구 덕명동 504-4,289.29,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 덕명동 505-1,99.61,경량철골구조,단독주택,기타지붕,2013
대전광역시 유성구 덕명동 505-2,135.005,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 505-3,181.26,경량철골구조,단독주택,기타지붕,2013
대전광역시 유성구 덕명동 505-4,198.66,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 덕명동 505-5,255.2,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 덕명동 506-1,166.59,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 506-3,144.78,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 508-1,316.38,철근콘크리트구조,제2종근린생활시설,기타지붕,1992
대전광역시 유성구 덕명동 510-1,186.67,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 510-2,115.9,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 510-3,181.47,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 510-4,164.85,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 덕명동 510-5,219.51,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 510-6,146.22,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 510-7,115.56,철근콘크리트구조,단독주택,(철근)콘크리트,2018
대전광역시 유성구 덕명동 510-8,108.12,철근콘크리트구조,단독주택,(철근)콘크리트,2018
대전광역시 유성구 덕명동 511-1,104.72,철근콘크리트구조,단독주택,(철근)콘크리트,2024
대전광역시 유성구 덕명동 511-10,140.61,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 덕명동 511-11,185.83,철근콘크리트구조,단독주택,(철근)콘크리트,2017
대전광역시 유성구 덕명동 511-2,132.98,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 511-3,142.79,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 511-4,216.4,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 511-5,210.0,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 511-6,175.78,철근콘크리트구조,단독주택,(철근)콘크리트,2017
대전광역시 유성구 덕명동 511-7,175.37,철근콘크리트구조,단독주택,기타지붕,2018
대전광역시 유성구 덕명동 511-8,251.4,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 511-9,158.92,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 덕명동 512-1,168.79,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 512-3,293.1,일반철골구조,단독주택,기타지붕,2021
대전광역시 유성구 덕명동 512-5,151.425,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 512-6,166.26,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 512-7,128.46,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 덕명동 512-9,136.09,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 514-2,145.45,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 덕명동 515-3,139.89,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 덕명동 515-6,77.22,일반목구조,단독주택,기타지붕,2015
대전광역시 유성구 덕명동 515-7,222.13,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 덕명동 516-2,178.32,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 516-4,166.91,철근콘크리트구조,단독주택,(철근)콘크리트,2023
대전광역시 유성구 덕명동 516-5,152.3,철근콘크리트구조,단독주택,(철근)콘크리트,2017
대전광역시 유성구 덕명동 516-6,152.3,철근콘크리트구조,단독주택,(철근)콘크리트,2017
대전광역시 유성구 덕명동 516-7,166.91,철근콘크리트구조,단독주택,(철근)콘크리트,2023
대전광역시 유성구 덕명동 516-8,126.12,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 517-3,164.97,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 덕명동 517-4,158.28,철근콘크리트구조,단독주택,(철근)콘크리트,2018
대전광역시 유성구 덕명동 517-5,202.04,철근콘크리트구조,단독주택,(철근)콘크리트,2023
대전광역시 유성구 덕명동 517-6,212.0,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 517-7,214.42,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 518-1,204.02,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 덕명동 518-2,253.89,철근콘크리트구조,단독주택,(철근)콘크리트,2018
대전광역시 유성구 덕명동 518-3,283.1,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 덕명동 518-4,263.45,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 유성구 덕명동 518-5,174.18,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 518-6,174.94,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 덕명동 518-7,175.96,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 518-8,174.44,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 518-9,198.63,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 덕명동 519-1,33.33,일반철골구조,제2종근린생활시설,기타지붕,2022
대전광역시 유성구 덕명동 519-3,178.92,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2021
대전광역시 유성구 덕명동 519-5,147.92,일반철골구조,단독주택,기타지붕,2018
대전광역시 유성구 덕명동 519-7,180.5,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2016
대전광역시 유성구 덕명동 519-8,177.27,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2015
대전광역시 유성구 덕명동 521-2,164.32,철근콘크리트구조,단독주택,(철근)콘크리트,2017
대전광역시 유성구 덕명동 521-5,160.0,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 덕명동 521-6,205.34,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 덕명동 521-7,183.99,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 덕명동 522-1,417.6,일반철골구조,단독주택,기타지붕,2016
대전광역시 유성구 덕명동 522-3,297.7,일반철골구조,제2종근린생활시설,기타지붕,2014
